battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1508,0,2.5,1,4,0,38,0.6,125,6,11,1194,1605,344,17,13,17,0,0,0,0
595,1,1.1,1,4,0,30,0.2,149,3,1,1526,1863,2209,14,1,8,1,0,0,1
1162,1,1.2,0,12,1,61,0.7,117,1,14,1556,940,2806,10,5,12,0,0,1,3
1713,0,0.8,1,8,1,13,0.7,128,3,13,298,1116,3070,7,17,13,0,0,1,2
536,1,1.3,0,9,0,18,0.3,154,2,9,200,725,2297,10,3,5,1,1,1,0
1892,1,3.0,1,0,1,49,0.5,190,2,7,1158,870,2517,16,4,17,1,0,0,2
778,1,1.5,0,2,1,21,0.7,184,5,14,271,527,1701,7,5,17,0,0,1,0
716,1,1.1,1,17,0,27,0.6,196,5,12,534,1507,781,17,14,8,0,0,0,0
1366,0,2.4,1,11,0,49,0.5,160,8,7,1465,1494,2495,17,5,14,0,1,0,2
1372,0,1.9,1,2,1,20,0.4,199,2,20,1110,515,2086,18,7,6,1,0,1,1
1796,1,0.9,1,8,0,59,0.6,118,2,20,30,1800,2997,13,8,2,0,0,1,3
561,0,1.5,0,1,1,48,0.9,150,3,13,1144,832,2945,17,5,6,0,1,1,2
1095,1,1.5,0,2,1,13,0.7,109,8,0,68,982,3551,5,1,15,0,1,0,1
1228,1,2.4,0,13,1,22,0.2,100,2,12,1669,1065,810,17,15,12,0,1,0,0
1865,1,0.6,0,3,0,43,0.5,80,7,7,882,1811,2690,12,0,3,1,0,0,3
896,1,1.2,0,18,1,62,0.9,168,1,17,960,613,936,9,15,19,1,1,0,0
1198,1,1.8,0,12,0,59,0.2,111,3,8,826,537,3079,8,0,16,0,1,1,2
1542,0,1.2,0,6,0,62,1.0,87,2,12,1519,953,1753,5,0,15,1,0,1,2
676,1,2.1,1,11,0,55,1.0,148,3,2,923,1241,1887,13,6,14,1,0,0,0
895,0,1.7,1,2,0,35,0.2,109,3,17,1169,665,458,17,15,3,0,1,0,0
944,0,1.4,1,8,0,8,0.9,194,4,9,983,1193,3313,13,16,20,0,0,1,2
1756,1,2.9,1,1,1,46,0.4,87,8,4,1356,704,702,17,15,9,1,0,1,0
575,1,2.1,0,8,0,36,0.9,192,5,5,480,1377,3203,9,15,18,1,1,0,1
764,1,0.8,0,11,0,16,0.5,98,8,7,1929,744,3395,18,5,16,0,0,1,2
954,1,1.9,0,11,0,2,0.5,187,3,6,1286,1856,1371,15,17,15,0,0,0,0
1217,1,2.5,1,14,0,27,0.7,138,8,20,292,1442,1033,13,2,4,0,1,0,0
1234,0,2.3,0,1,0,36,0.8,134,6,17,1452,1919,2481,14,7,18,0,1,0,3
1907,1,0.9,1,17,1,26,0.1,109,7,13,85,1320,1942,18,3,4,0,0,0,2
1350,1,2.9,0,12,0,43,0.6,158,7,14,1039,1006,1084,13,3,14,1,1,1,1
1890,0,1.6,0,13,0,60,0.3,115,3,9,727,1423,814,11,16,19,0,1,1,1
643,0,0.9,0,4,1,60,0.4,134,6,20,627,1644,3330,12,4,2,0,0,0,3
1384,1,1.0,0,9,0,16,0.4,123,7,11,117,1782,2278,5,13,8,0,0,0,1
1592,0,0.7,1,11,1,23,0.5,106,4,6,269,909,358,8,14,6,0,0,0,0
1622,1,2.5,1,9,1,60,0.4,156,2,6,1418,809,1552,14,11,3,1,1,0,1
895,0,0.8,0,10,1,7,0.2,157,3,10,978,567,1813,14,12,18,1,1,0,0
1548,0,0.8,1,1,1,53,0.2,180,4,12,854,613,371,8,17,11,1,0,1,0
1447,1,2.6,0,4,0,16,0.1,133,8,14,161,719,1114,16,13,5,1,0,0,0
1390,0,1.4,0,6,0,25,0.5,127,1,17,699,719,2767,13,6,10,1,0,1,2
1992,0,0.6,0,5,1,22,1.0,109,8,6,1127,1996,359,7,5,12,1,0,0,0
1674,0,0.6,0,2,1,8,0.2,118,4,5,1676,1229,2562,16,4,13,0,1,0,2
1667,0,0.9,1,12,0,58,1.0,190,5,10,166,1248,1587,14,3,13,0,1,0,1
1068,0,1.0,0,2,1,62,0.8,92,5,7,299,1442,3694,14,17,19,0,1,0,3
1562,0,2.2,0,5,1,30,0.7,95,2,19,27,885,1184,5,13,5,1,1,1,0
608,1,0.9,1,10,1,63,0.7,123,8,0,1447,1821,3113,15,15,10,1,1,1,2
1565,1,0.8,0,16,0,33,0.8,150,6,7,1807,1429,2945,9,13,9,1,1,1,3
1709,0,2.4,1,9,1,33,0.2,191,2,7,561,1776,1062,11,4,20,0,0,0,1
1434,1,2.2,0,11,0,54,0.6,198,7,18,882,904,3326,16,10,14,1,1,1,3
897,1,1.6,0,16,0,60,0.7,198,6,2,155,991,3629,8,11,3,0,1,0,2
1746,1,1.9,0,3,0,63,0.6,106,6,4,1347,856,815,13,17,20,1,1,0,1
1133,0,1.3,0,1,1,6,0.8,124,6,2,1371,1951,2330,10,3,15,0,1,1,1
1656,1,1.7,0,10,1,63,0.2,198,6,14,1144,714,2811,10,12,6,1,0,0,3
1686,0,1.8,0,6,0,5,0.7,114,5,13,651,1903,782,7,12,11,0,0,0,0
1738,1,1.5,1,1,0,23,0.6,158,8,20,1551,1251,3078,14,3,18,0,1,1,3
1232,0,2.8,0,17,0,19,0.4,107,7,14,820,1326,3692,14,6,17,1,0,1,3
734,0,0.5,1,3,1,36,0.4,178,5,16,560,1737,1208,9,1,18,1,0,0,0
1157,1,2.5,1,7,1,18,0.7,86,3,17,1187,1621,553,14,17,2,0,0,1,0
1250,1,0.8,0,19,0,51,0.9,141,7,1,1085,1027,1032,10,5,16,1,0,1,0
1087,0,2.5,1,13,0,51,0.5,193,5,11,1363,1415,616,18,15,18,1,1,1,0
1532,1,2.0,0,11,1,57,0.8,189,2,15,1689,1165,3973,8,2,12,0,1,0,3
1597,1,2.6,1,17,0,25,0.5,193,5,3,311,1209,759,17,14,6,0,1,0,0
1453,1,0.7,0,10,1,3,0.2,130,7,1,375,1034,2232,7,9,5,0,1,1,0
991,0,1.9,1,7,1,14,0.2,125,7,13,1369,1053,2891,9,8,10,1,1,0,2
1412,0,1.8,1,1,0,63,0.1,99,2,10,149,827,2333,11,10,17,0,0,0,2
1776,1,2.3,0,14,0,55,0.4,175,1,12,1911,1401,1718,15,13,13,1,1,1,3
1753,1,1.8,1,8,1,16,0.4,117,8,6,584,1688,3667,10,11,19,1,1,1,3
1697,1,1.9,0,18,1,6,0.7,140,7,9,580,1639,2429,6,6,4,0,0,1,2
1691,0,1.6,0,19,1,4,0.8,183,5,0,976,649,851,5,10,16,1,0,0,0
669,0,1.3,0,7,1,38,0.1,111,2,20,176,1555,1845,9,16,19,1,1,0,1
1916,1,1.7,0,18,1,38,0.3,105,6,3,353,1156,1645,9,8,13,0,0,0,1
1445,1,0.8,0,4,0,38,0.3,137,8,17,513,1305,2131,16,12,14,0,1,0,2
1294,1,2.9,1,10,1,4,0.6,118,7,5,308,792,3770,16,15,2,1,0,1,2
1133,1,2.3,1,14,1,64,0.2,99,8,1,118,1418,518,10,2,5,0,1,1,0
1717,1,2.9,1,7,1,36,0.2,161,8,2,1542,1188,3239,7,4,9,0,1,1,3
528,1,1.1,0,18,0,53,0.9,129,4,13,766,1456,3175,5,16,20,1,1,1,2
1688,0,2.7,1,7,0,24,0.8,158,8,7,995,1700,3549,8,0,6,0,1,1,3
1945,1,2.5,1,18,1,61,0.3,131,6,15,972,1584,2119,8,8,12,0,0,0,3
838,0,2.2,1,17,1,29,0.5,165,3,18,915,915,257,14,16,18,1,1,1,0
1888,1,2.1,1,9,0,61,0.4,194,8,17,477,1906,2189,6,12,18,1,1,0,3
1865,1,1.3,1,6,0,31,0.8,101,7,5,1437,1097,649,18,14,3,1,1,0,0
999,0,2.5,0,8,0,19,0.6,132,2,13,586,506,561,12,7,2,0,1,1,0
1010,0,1.8,0,0,0,59,0.2,164,6,2,350,1417,1425,10,7,5,0,0,0,0
1850,0,0.7,1,18,1,53,0.8,145,5,15,1529,584,785,16,1,10,1,0,0,1
716,0,1.3,0,4,0,37,0.5,183,5,0,194,1273,783,7,9,3,0,1,1,0
1824,1,2.8,0,18,1,34,0.3,196,7,11,1210,1456,3635,5,4,4,0,1,0,3
1655,0,2.6,1,0,1,27,0.4,122,1,13,1473,1921,1220,16,15,7,0,0,1,2
1593,1,3.0,1,14,0,49,0.5,161,4,18,495,1916,926,15,0,14,0,1,1,1
1775,0,2.1,0,15,0,41,0.4,102,7,18,514,1570,3667,7,12,16,1,1,0,3
1938,1,1.1,1,6,0,18,0.3,156,2,8,695,1864,2655,12,3,12,1,0,0,2
944,1,0.9,0,11,0,41,0.5,143,6,6,1870,1105,3113,8,6,11,0,0,1,2
1375,1,1.0,0,7,1,8,0.1,184,4,13,272,925,2512,7,0,4,0,0,0,1
1705,1,0.5,1,4,1,58,0.8,88,1,4,879,925,1213,17,1,10,0,1,1,1
666,1,1.5,0,9,1,9,0.3,192,7,17,51,1235,2508,15,15,11,1,1,1,1
590,1,1.0,0,4,0,54,0.1,86,3,8,262,1290,2928,8,13,13,1,1,1,1
1213,0,1.5,0,16,1,57,0.7,120,4,20,1391,1014,1969,15,4,9,1,1,1,2
538,1,2.8,1,4,0,63,0.8,133,1,6,132,1652,976,8,13,18,1,0,1,0
1649,0,1.6,1,14,1,32,0.8,144,7,8,993,1772,891,6,16,6,1,0,1,1
1974,0,2.7,1,12,0,60,0.5,81,8,3,1248,1240,1294,8,11,9,0,0,0,2
672,1,2.0,1,0,1,59,0.3,83,7,16,309,630,3161,15,11,19,0,0,1,2
1152,0,1.1,0,10,1,13,0.8,157,2,11,1596,822,3755,16,2,12,1,1,0,3
1253,1,1.4,1,0,0,49,0.7,111,7,5,1900,1322,2779,13,1,11,1,1,0,3
1743,0,0.7,1,10,1,32,0.3,179,3,17,15,1042,2601,8,14,16,0,0,0,2
1581,1,1.3,1,17,1,45,0.9,81,7,7,1764,565,812,16,10,7,1,1,1,0
975,0,2.2,1,17,0,20,0.2,183,5,20,194,1217,1373,5,9,20,0,0,1,0
955,1,0.7,0,15,0,64,1.0,193,1,14,1786,1624,2410,5,17,18,1,0,0,3
1328,1,1.0,0,12,0,11,0.9,194,8,2,1466,530,3746,5,1,11,0,1,1,2
1394,1,1.5,0,6,0,40,0.7,143,5,1,302,1384,3605,18,6,6,1,1,0,2
1884,1,3.0,1,0,0,13,0.9,93,7,8,1071,690,383,9,6,17,0,1,1,0
1524,0,2.5,1,15,1,21,0.8,99,3,7,1770,914,2249,10,6,13,0,1,1,2
886,1,2.3,0,0,0,38,0.3,168,1,3,1144,1246,2762,16,13,6,1,1,1,2
847,0,0.8,1,16,1,49,0.5,185,1,1,1522,1569,293,10,1,2,1,1,0,0
689,0,2.5,1,5,1,42,0.2,128,7,13,831,1612,1888,10,1,3,1,1,0,1
1004,0,2.5,0,1,0,8,0.5,87,3,1,561,874,453,13,14,6,1,1,0,0
1714,1,2.0,0,16,1,53,0.8,171,2,1,1492,1769,2660,5,10,20,1,0,1,3
1892,0,3.0,1,5,1,55,0.4,142,8,6,40,1057,2310,14,9,16,0,0,1,2
1932,0,1.3,1,13,0,59,0.4,125,1,11,1479,1780,3883,10,2,2,1,1,0,3
1323,0,2.9,1,17,1,15,0.6,100,8,5,533,1875,3659,17,16,12,1,1,0,3
1428,1,2.8,0,5,0,12,0.9,166,3,17,370,1628,774,12,8,19,1,0,0,0
1433,1,0.5,0,9,0,8,0.1,111,4,3,1205,1860,2497,12,14,4,1,0,1,2
1640,0,1.6,0,17,0,30,0.4,87,5,18,516,1824,2619,16,13,10,0,0,0,3
633,1,2.9,0,8,1,11,0.2,174,1,12,656,1600,1280,7,16,5,1,0,1,0
557,1,0.8,1,7,1,30,0.7,180,4,19,1892,1753,1341,17,16,14,1,1,1,1
1184,0,1.9,0,9,1,10,0.2,95,1,20,589,1077,2646,9,15,10,1,0,0,2
1171,0,2.9,0,16,1,37,0.7,119,2,1,230,531,2904,14,7,4,1,0,1,1
672,1,1.9,1,5,0,49,0.4,185,7,7,808,557,1297,8,6,17,0,0,1,0
1314,0,1.0,1,13,1,11,0.3,106,3,18,1371,1627,875,16,11,9,0,0,1,1
1672,1,2.0,1,5,0,20,0.9,183,1,8,478,811,3974,5,0,8,0,1,1,3
579,1,1.0,0,6,1,57,0.1,184,3,3,1232,1590,1650,13,11,18,0,0,0,1
1385,1,1.8,1,11,1,32,0.5,97,6,15,674,1189,3125,9,5,17,0,1,1,3
1736,1,0.7,1,2,1,18,0.1,114,1,18,1703,1897,3906,6,15,19,1,1,0,3
702,1,2.0,0,13,1,10,0.5,192,2,9,277,734,3932,16,17,17,0,1,1,2
1263,1,1.8,0,18,1,46,0.6,131,2,5,1772,1142,3977,6,2,16,0,1,0,3
1752,0,2.4,1,15,0,34,0.4,94,7,15,1711,1635,1850,15,2,3,1,1,1,2
1750,0,2.1,0,6,1,35,0.2,142,7,9,52,1912,1978,11,4,5,0,0,0,2
1964,1,1.9,1,7,1,46,0.4,132,4,12,1884,1931,490,8,2,6,0,1,1,2
1925,1,2.2,1,17,1,25,0.7,170,2,8,1033,1577,3396,5,4,8,0,0,0,3
546,1,0.9,0,12,1,10,0.8,160,3,6,1681,1301,702,9,13,16,0,0,0,0
1756,0,2.0,1,8,0,8,0.6,183,6,3,1762,738,865,6,15,18,1,1,0,0
1828,1,0.9,0,9,1,17,0.6,145,8,18,747,1818,263,11,0,11,0,1,1,0
1666,0,2.8,0,8,0,20,0.3,192,2,3,463,611,717,13,16,10,0,0,1,0
1938,1,0.7,0,14,1,40,0.4,193,1,18,753,1611,1255,17,10,17,0,1,0,2
1896,1,1.6,1,19,0,7,0.2,110,8,18,1840,975,1590,5,8,4,0,1,1,2
1782,0,2.2,0,1,0,51,0.3,140,8,11,582,803,389,16,3,10,0,1,0,0
1155,0,1.6,0,12,0,52,0.3,143,2,12,157,1828,2688,6,1,9,1,0,0,2
970,1,0.7,1,1,0,12,0.6,180,6,3,18,789,311,15,8,8,0,0,1,0
1470,1,1.9,1,18,0,62,0.6,184,3,9,54,707,1248,10,4,18,0,1,1,0
1535,1,2.1,1,1,1,13,1.0,184,1,20,1750,1367,1639,12,3,6,1,1,1,2
1853,0,2.3,1,2,0,62,0.3,177,4,6,720,1081,2250,11,4,8,1,1,1,2
1235,0,1.4,0,5,1,59,0.7,113,4,4,1044,869,3441,13,17,14,0,0,1,3
1283,0,1.9,0,2,0,43,0.8,194,4,16,1305,719,1367,18,12,19,1,1,1,1
1467,0,1.6,0,9,0,14,0.6,134,7,17,760,1754,2441,6,4,15,0,1,0,2
857,0,2.2,1,5,1,13,0.3,138,1,10,1563,1301,3435,16,2,19,0,1,0,2
1471,0,2.0,1,15,0,64,0.3,82,8,14,1018,1318,1779,13,17,4,0,1,0,2
1931,1,1.8,0,16,0,22,0.1,96,4,20,1958,848,2838,8,5,18,0,0,1,3
1167,1,1.1,1,18,0,11,0.4,157,7,6,1440,754,399,15,5,20,1,1,0,0
872,0,0.5,1,2,0,21,0.8,157,2,17,807,951,3172,7,4,8,1,1,1,2
1531,1,0.9,0,17,1,51,0.1,125,8,5,722,641,2959,11,0,5,1,0,1,2
1645,1,0.8,0,6,0,37,0.3,117,1,17,284,1592,2359,9,7,16,1,1,1,2
1871,0,1.6,1,8,0,29,0.7,114,1,15,1555,588,875,17,0,9,0,1,0,1
1175,1,2.0,1,19,1,25,0.8,80,1,1,1555,1370,2142,9,5,17,0,0,0,1
589,0,1.0,1,11,1,6,0.5,191,5,18,510,1659,1285,16,13,2,0,1,1,0
1197,0,2.8,0,4,0,38,0.7,108,7,0,1865,1022,2845,17,10,17,1,0,0,2
1839,1,0.5,0,2,0,62,0.4,83,8,10,1021,1159,2750,6,1,3,0,1,1,3
1701,0,2.4,0,10,1,61,0.2,140,3,19,1419,1450,2276,10,3,3,0,1,1,3
1039,0,2.1,0,3,0,13,0.5,176,5,4,119,1409,1664,10,12,9,0,1,0,0
1231,0,1.4,0,4,1,59,0.6,96,5,15,96,941,3634,16,6,13,1,0,1,3
1368,0,0.6,1,0,0,36,1.0,107,5,0,119,537,3177,8,5,12,1,1,1,1
540,0,2.1,1,17,1,62,0.2,129,3,18,1560,1731,894,9,2,7,1,0,1,1
1239,0,1.5,1,11,1,41,0.6,169,5,13,1176,709,3629,11,8,20,1,0,1,3
1001,0,2.8,0,12,1,55,0.4,87,4,2,1268,1012,1912,18,13,19,0,0,0,1
1458,0,1.9,0,8,0,3,0.6,113,1,1,1795,1883,3732,12,10,6,0,0,0,3
1668,1,2.8,0,1,0,51,0.1,138,8,4,1539,1524,2914,10,4,16,0,0,1,3
1724,1,1.1,1,4,0,42,0.4,97,8,16,392,1480,1092,9,13,9,0,0,1,1
1428,1,2.3,0,12,0,46,0.8,174,1,17,1166,880,1841,16,7,7,1,1,1,2
960,0,2.0,0,15,1,40,0.6,138,7,0,1527,1327,1035,7,6,13,0,1,0,0
1231,0,2.3,1,15,1,43,0.5,106,2,14,793,1358,1092,11,6,20,0,1,0,1
1251,1,1.0,0,2,1,10,0.4,95,6,8,1870,893,2813,12,2,13,1,1,0,2
1424,1,2.2,1,3,0,63,0.4,89,4,4,1881,1573,3400,7,2,13,0,0,0,3
1408,1,1.7,0,10,0,23,0.4,183,3,12,219,895,3115,9,17,10,0,1,0,2
1776,0,2.4,0,13,0,48,0.9,155,6,18,838,531,2867,15,12,11,1,1,1,3
889,1,1.3,1,2,1,6,1.0,101,1,9,159,1044,520,6,0,18,1,0,0,0
1382,1,2.7,1,15,0,13,0.5,95,5,19,1099,1211,3554,14,4,19,0,1,0,3
755,0,0.7,1,14,0,2,0.5,91,8,20,610,1757,1472,14,3,17,0,0,1,0
1208,1,2.5,1,9,1,45,0.9,154,7,13,1715,1549,1653,16,15,5,0,1,0,2
949,0,2.7,1,8,1,23,0.5,163,7,20,638,1957,2313,8,14,19,0,1,1,2
509,0,2.5,1,10,0,39,0.6,130,2,11,1055,1584,557,16,17,4,0,0,1,0
1323,0,1.8,0,15,1,52,0.3,80,2,10,776,1052,3686,8,16,17,1,1,0,3
1297,1,1.6,0,9,0,20,0.8,106,1,6,333,1964,2233,16,13,15,0,1,0,1
1765,1,3.0,1,16,1,17,0.6,146,4,16,1548,1653,1060,17,13,10,0,1,0,1
1774,0,1.1,0,18,1,32,0.8,91,7,17,1463,1877,1331,12,5,7,0,1,0,2
1376,1,1.9,1,1,1,52,0.8,109,6,6,891,697,2031,7,12,5,0,0,1,1
1528,1,2.2,0,1,0,4,0.3,88,2,19,939,1298,354,9,17,3,0,1,1,0
1642,1,2.3,1,5,0,24,0.7,132,8,5,351,1193,2896,15,14,11,0,0,0,2
1515,1,1.0,0,18,0,43,0.8,140,8,10,1362,1894,3340,9,6,12,0,0,1,3
873,0,2.1,0,7,1,60,0.4,133,1,11,925,646,1669,6,16,8,0,1,1,1
1588,1,2.5,0,2,1,19,0.3,116,4,15,1423,997,2233,13,8,6,0,0,1,2
645,0,0.6,0,13,1,27,0.1,144,1,18,395,547,612,8,10,5,1,1,0,0
723,0,2.8,0,15,1,14,0.5,121,1,18,1225,1269,1919,13,4,7,1,0,1,1
1762,1,0.6,1,0,0,59,0.4,128,4,10,529,1150,3231,13,1,3,0,0,1,3
676,0,1.4,1,2,0,19,0.6,83,4,15,1932,1695,266,6,14,3,0,0,1,0
1352,1,0.5,1,17,0,4,0.3,143,4,11,1116,1112,336,13,11,17,0,0,0,0
1805,1,0.7,0,8,1,59,0.9,158,8,7,1815,1198,3588,13,9,14,0,1,1,3
562,0,2.8,1,5,1,61,0.3,130,8,2,357,1838,2309,6,9,8,0,1,1,1
1740,0,1.4,0,0,0,24,0.3,170,1,1,1419,875,3785,15,10,6,0,1,1,3
1326,0,1.6,0,9,1,4,0.5,151,2,5,827,1305,2676,17,9,18,1,1,1,1
1294,0,1.0,0,5,0,56,0.5,139,3,15,59,1420,2784,10,6,14,0,0,1,2
1188,1,2.0,1,11,1,26,0.3,166,3,19,476,1374,477,13,13,16,1,1,1,0
1984,1,2.0,0,3,1,28,0.3,158,1,14,1749,1309,2196,8,12,4,1,1,1,3
604,1,1.4,1,12,0,59,0.3,170,1,13,611,1943,3408,6,4,5,1,1,0,3
1622,0,1.3,1,16,0,45,0.7,110,2,1,0,1404,2202,11,9,16,1,0,0,1
1010,0,2.7,0,7,1,64,0.8,182,4,19,1578,1919,770,13,7,19,1,0,0,1
884,0,1.5,0,19,0,28,0.5,190,1,17,310,1710,3387,10,17,4,1,0,0,2
904,1,1.7,1,2,0,53,0.7,151,7,13,167,1505,476,15,0,8,1,0,0,0
1322,0,1.2,1,11,1,40,0.8,173,8,17,191,532,2652,15,4,9,1,0,0,2
1017,1,2.5,1,6,1,26,0.2,137,5,1,1057,568,3888,18,10,12,1,1,1,2
975,0,1.5,1,11,1,63,1.0,198,4,0,1057,1091,483,8,10,10,0,0,0,0
1208,1,1.8,1,1,0,25,0.8,185,7,19,1711,1714,2593,5,15,13,0,1,0,3
1270,1,1.1,1,13,1,9,0.3,161,8,1,1440,600,548,8,9,6,1,0,0,0
1960,0,3.0,0,4,1,10,0.3,83,1,8,707,1808,3113,7,14,2,1,0,0,3
1546,0,1.2,1,8,1,47,0.2,190,5,8,1181,1413,3520,11,6,15,1,0,1,3
1496,1,2.4,1,10,1,38,0.2,186,7,15,1780,1232,1211,15,14,4,0,0,1,1
1176,1,1.6,1,4,1,31,0.8,101,6,10,1523,889,1753,17,15,16,0,0,1,1
1213,0,1.0,1,2,0,54,0.5,82,2,5,365,659,1536,15,5,11,1,0,1,0
1981,0,2.5,0,16,1,20,0.8,158,8,11,1363,1391,2234,14,10,11,1,1,0,2
582,1,1.3,0,1,1,54,0.8,178,5,2,857,1570,1785,9,16,4,1,0,1,0
1668,0,2.7,1,0,0,17,0.6,126,1,11,1358,1682,643,16,14,7,1,0,0,1
1608,1,2.8,1,6,1,25,0.7,117,3,0,1606,1969,2918,7,15,6,1,1,1,3
1601,1,2.6,1,13,1,45,0.1,112,7,8,326,1195,3725,18,1,20,1,0,0,3
956,0,0.6,0,4,0,22,0.4,157,1,19,113,1257,2669,6,3,15,0,0,0,2
500,0,2.5,0,18,1,37,0.7,127,3,5,796,1022,2961,17,5,18,0,1,1,1
550,0,1.5,0,10,0,41,0.1,144,2,10,918,1231,2593,6,17,13,0,1,1,1
1184,0,2.7,0,1,1,40,0.1,196,2,2,1441,654,3636,9,10,10,1,0,1,3
1216,0,2.1,0,7,0,48,0.9,192,4,3,1491,838,3605,17,8,4,1,0,1,3
1969,1,2.6,0,8,0,63,0.7,105,7,9,1166,1888,3791,17,2,19,0,0,1,3
948,1,1.7,1,2,1,63,0.3,87,4,18,608,1294,444,12,1,5,0,0,1,0
1380,0,1.8,0,1,0,7,0.7,129,3,5,308,1671,1173,12,17,15,1,0,1,0
987,0,0.9,0,6,0,6,0.8,159,3,0,400,1398,1457,18,14,7,0,0,0,0
533,0,2.5,1,4,1,15,0.4,117,2,7,1343,1667,3855,16,17,16,0,1,1,2
1871,1,1.5,0,4,1,54,0.1,89,5,7,211,602,1179,9,14,18,0,1,0,1
594,0,1.8,1,19,0,46,0.9,121,3,5,316,1311,3291,17,16,6,0,1,0,2
1595,0,2.5,0,12,1,43,0.4,116,3,16,184,592,2678,6,17,7,1,1,1,2
653,1,2.0,1,19,0,51,0.2,105,7,18,1228,1474,1877,17,17,6,1,0,0,1
749,1,1.0,1,5,0,62,0.5,171,5,0,1387,1809,1015,8,10,20,1,1,1,0
1173,0,2.0,1,19,1,64,0.8,91,4,14,1239,1947,1733,11,17,15,1,0,0,2
937,0,1.5,1,17,1,5,0.3,163,4,12,245,618,2520,18,2,5,0,0,1,0
617,0,1.7,1,1,0,9,0.3,128,3,20,238,528,1321,10,12,6,0,1,1,0
1270,1,0.6,0,5,1,25,0.3,93,7,2,1828,1512,449,14,13,12,0,0,1,0
1829,0,1.0,0,8,1,12,1.0,125,4,1,1414,1553,1606,11,3,3,1,1,1,1
767,0,1.2,1,2,0,18,0.3,114,4,2,519,1371,1652,9,17,3,1,1,1,0
1577,0,2.3,1,0,0,51,0.6,108,6,8,1613,1889,1744,6,4,13,1,1,0,2
735,1,0.5,1,0,0,22,0.9,91,7,15,1859,1299,418,12,13,17,1,1,1,0
888,1,1.5,0,18,0,58,0.2,195,4,12,276,1661,531,18,11,18,0,1,1,0
1489,0,2.8,1,4,0,27,1.0,161,2,18,1005,974,619,16,6,5,1,0,0,0
1262,0,0.8,1,12,0,44,1.0,123,1,17,201,1062,1921,6,11,15,0,1,1,1
900,1,1.8,1,18,1,49,0.9,145,3,20,213,1915,3078,16,7,8,0,0,0,3
1123,1,2.5,1,11,0,45,0.3,81,8,11,605,934,2783,12,2,16,0,0,1,2
1266,1,2.9,0,15,1,46,0.7,138,3,11,477,1303,2992,11,0,17,1,0,0,2
1826,1,2.4,1,18,1,28,0.8,96,2,0,507,1757,2258,7,2,9,1,0,1,2
1418,1,2.3,1,2,0,17,1.0,89,8,19,1098,554,715,17,10,3,0,1,1,0
1730,1,2.6,0,11,1,56,0.3,97,1,7,668,1430,3592,8,17,20,0,0,0,3
1752,1,1.6,1,4,0,27,0.8,101,1,16,664,1815,2842,17,6,2,1,1,0,3
1352,1,2.5,1,1,1,54,0.4,162,2,20,141,1251,3277,11,8,5,1,0,0,3
1077,1,0.5,0,6,0,34,0.3,137,5,19,1613,811,3713,8,3,12,1,1,0,3
574,0,2.8,0,12,0,32,0.5,132,5,6,321,1612,2388,13,9,11,1,1,0,1
934,0,1.6,0,14,0,49,0.8,80,1,8,1717,1735,1987,11,17,19,0,1,1,2
602,0,1.9,1,2,0,48,0.5,167,5,16,460,1456,1595,5,15,2,0,1,1,1
1945,1,1.1,1,19,1,7,0.6,140,5,9,706,817,2546,5,11,18,0,1,0,2
1263,0,2.4,0,4,1,45,1.0,179,5,3,669,1256,3796,8,2,17,0,0,0,3
1237,1,0.7,0,7,1,9,0.5,168,1,6,1169,964,3183,18,7,13,0,0,0,2
1305,1,2.7,0,0,1,8,0.7,179,8,6,53,1610,1621,18,8,17,0,0,1,0
1829,0,2.6,1,7,1,35,0.4,110,5,7,1379,1932,3504,17,16,10,1,0,1,3
597,1,1.0,1,17,0,45,0.5,110,8,7,276,1763,3457,13,12,18,0,1,0,2
1297,0,2.5,0,19,0,54,0.7,145,3,15,1844,1199,912,17,1,4,1,0,1,1
1858,0,2.5,1,15,0,15,0.9,98,6,11,1618,1580,1362,8,3,19,1,0,0,2
1358,0,2.1,0,17,0,17,0.6,132,1,14,399,1636,1639,17,10,16,0,0,1,1
934,1,1.4,1,19,0,44,0.8,155,2,7,667,1234,2391,9,1,16,1,0,0,1
946,0,1.2,1,11,1,53,0.2,153,5,8,515,1593,3859,5,3,17,0,0,0,3
1831,1,1.1,1,12,0,10,0.3,174,4,2,1522,1238,997,18,3,2,0,1,1,0
748,0,1.3,1,12,0,11,0.6,188,1,20,1334,1267,2251,6,0,2,1,1,1,1
665,0,2.8,0,9,1,18,0.1,101,7,15,1294,1707,3288,15,10,5,1,0,0,2
1483,0,0.7,1,6,1,13,0.3,102,2,14,575,1243,3965,8,1,14,1,1,0,3
1858,1,2.6,1,13,0,7,0.6,195,6,3,1472,775,2774,16,7,5,1,0,1,2
1519,1,1.4,0,15,0,20,0.1,166,3,19,111,732,1777,8,3,9,1,1,0,1
1041,1,1.8,1,14,1,44,0.3,94,8,15,238,553,3834,15,15,14,1,1,0,3
1258,0,2.5,0,11,0,42,0.6,105,8,9,1167,756,3681,14,14,9,1,0,0,3
1629,0,2.7,0,8,0,54,0.6,82,7,10,1397,589,2719,10,4,15,1,1,0,3
